"Watershed","Species","AgeClass","sd.Year","sd.Stream","sd.StreamYear","sd.Resid","BACI.eff","n.years.b","n.years.a","n.streams.t","n.streams.c","n.sites.per.year","alpha","sdSite","sdYear","sdSiteYear","sdResid","n_TA","n_TB","n_CA","n_CB","ns_T","ns_C","ny_B","ny_A","mu_TA","mu_TB","mu_CA","mu_CB","baci","dfdenom","ncp","Fcrit","power","Tcrit","os.power1","os.power2"
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,5,5,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,5,5,1.09861228866811,0,0,0,1.09861228866811,17,10.010889787415,3.02623156140563,0.917659655995503,1.33337938972163,0.964343138500691,6.13640662783244e-06
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,5,5,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,5,5,1.09861228866811,0,0,0,1.09861228866811,26,11.5546281265788,2.90913248820395,0.951936683810698,1.31497186427052,0.980428883686238,1.83892763527815e-06
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,5,5,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,5,5,1.09861228866811,0,0,0,1.09861228866811,17,36.7170479283854,3.02623156140563,0.999983770048149,1.33337938972163,0.999998093665342,3.01536573488193e-13
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,5,5,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,5,5,1.09861228866811,0,0,0,1.09861228866811,17,18.5042293259745,3.02623156140563,0.993384503083159,1.33337938972163,0.998200033933493,2.06017792825364e-08
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,5,5,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,5,5,1.09861228866811,0,0,0,1.09861228866811,26,6.01222217477237,2.90913248820395,0.771142472994226,1.31497186427052,0.870989844402952,0.000109617830880371
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,5,5,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,5,5,1.09861228866811,0,0,0,1.09861228866811,17,12.6252036213989,3.02623156140563,0.960955401456703,1.33337938972163,0.985464992971512,1.00043705830721e-06
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,5,5,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,5,5,1.09861228866811,0,0,0,1.09861228866811,17,9.898862859377,3.02623156140563,0.915047617171218,1.33337938972163,0.962965062200077,6.64353966151054e-06
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,5,5,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,5,5,1.09861228866811,0,0,0,1.09861228866811,17,19.2291654445381,3.02623156140563,0.994724657396943,1.33337938972163,0.998616366537237,1.29370667512063e-08
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,2,7,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,49.1652146915346,3.07318554959386,0.999999740443391,1.34060560785046,0.999999983108076,2.22044604925031e-15
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,2,7,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,2,7,0.693147180559945,0,0,0,0.693147180559945,23,4.64439064465933,2.937355613622,0.672353747647034,1.31946023981616,0.797990654970491,0.00033801895160257
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,2,7,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,51.222245174298,3.07318554959386,0.999999874066446,1.34060560785046,0.999999992477347,1.66533453693773e-15
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,2,7,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,2.47959193236385,3.07318554959386,0.444521841784324,1.34060560785046,0.598464127610179,0.00244324219069547
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,2,7,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,2,7,0.693147180559945,0,0,0,0.693147180559945,23,2.8619596551894,2.937355613622,0.499250154604409,1.31946023981616,0.647895128880971,0.00162156385931522
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,2,7,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,9.09442594582299,3.07318554959386,0.890778071648006,1.34060560785046,0.950391133280751,1.22755478089154e-05
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,2,7,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,4.58330265597147,3.07318554959386,0.654791052747989,1.34060560785046,0.787959306405136,0.000381251372741809
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,2,7,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,2,7,0.693147180559945,0,0,0,0.693147180559945,23,1.4891640919757,2.937355613622,0.32493096744006,1.31946023981616,0.466858113130175,0.00656120899777635
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,2,7,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,3.1271299263954,3.07318554959386,0.517601798618213,1.34060560785046,0.669145590426651,0.00133616784873591
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,2,7,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,2.45184404252895,3.07318554959386,0.441220559782884,1.34060560785046,0.595140711744644,0.0025094600359008
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,2,7,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,4.76286169510198,3.07318554959386,0.669237226671639,1.34060560785046,0.79946030513702,0.000328965993301344
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,2,7,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,123.508237145075,3.07318554959386,1,1.34060560785046,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,2,7,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,2,7,1.09861228866811,0,0,0,1.09861228866811,23,11.6672022024897,2.937355613622,0.952328010911154,1.31946023981616,0.980845748909787,1.75449728556654e-06
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,2,7,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,128.675716027731,3.07318554959386,1,1.34060560785046,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,2,7,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,6.22899808994712,3.07318554959386,0.769150409199458,1.34060560785046,0.873689073099204,0.000102817185695159
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,2,7,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,2,7,1.09861228866811,0,0,0,1.09861228866811,23,7.18954638987128,2.937355613622,0.830546487705902,1.31946023981616,0.91164242758186,4.49335151821995e-05
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,2,7,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,22.8461631554398,3.07318554959386,0.998169936402038,1.34060560785046,0.999609478309234,1.42206335596029e-09
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,2,7,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,11.5137426917174,3.07318554959386,0.944036750652504,1.34060560785046,0.978045011691525,2.24756771072254e-06
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,2,7,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,2,7,1.09861228866811,0,0,0,1.09861228866811,23,3.74093824208059,2.937355613622,0.591922677520702,1.31946023981616,0.731583000097885,0.000731415049081696
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,2,7,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,7.85568225331487,3.07318554959386,0.848064348993682,1.34060560785046,0.925352964811929,3.0193913781118e-05
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,2,7,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,6.15929244583457,3.07318554959386,0.765075615511484,1.34060560785046,0.870847861841078,0.000108506424966293
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,2,7,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,11.9648140543793,3.07318554959386,0.950749082634399,1.34060560785046,0.981182720403562,1.64937249802488e-06
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,3,7,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,3,7,0.693147180559945,0,0,0,0.693147180559945,17,66.3730398335718,3.02623156140563,0.999999999596828,1.33337938972163,0.999999999985328,1.11022302462516e-16
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,3,7,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,3,7,0.693147180559945,0,0,0,0.693147180559945,26,6.26992737029008,2.90913248820395,0.78616749912348,1.31497186427052,0.881442807835516,8.94924097702976e-05
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,3,7,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,3,7,0.693147180559945,0,0,0,0.693147180559945,17,69.1500309853014,3.02623156140563,0.999999999855143,1.33337938972163,0.999999999995242,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,3,7,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,3,7,0.693147180559945,0,0,0,0.693147180559945,17,3.3474491086912,3.02623156140563,0.544641652512448,1.33337938972163,0.692563990296165,0.00107647691551627
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,3,7,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,3,7,0.693147180559945,0,0,0,0.693147180559945,26,3.86364553450569,2.90913248820395,0.606308376935367,1.31497186427052,0.743007419723515,0.000648244564130929
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,3,7,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,3,7,0.693147180559945,0,0,0,0.693147180559945,17,12.2774750268611,3.02623156140563,0.956804240866952,1.33337938972163,0.983601133893099,1.26846245274148e-06
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,3,7,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,3,7,0.693147180559945,0,0,0,0.693147180559945,17,6.18745858556149,3.02623156140563,0.770899872376017,1.33337938972163,0.873757821292151,0.000103132819989749
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,3,7,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,3,7,0.693147180559945,0,0,0,0.693147180559945,26,2.01037152416719,2.90913248820395,0.397148530705796,1.31497186427052,0.54528658923816,0.00370992093199851
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,3,7,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,3,7,0.693147180559945,0,0,0,0.693147180559945,17,4.2216254006338,3.02623156140563,0.628324547978908,1.33337938972163,0.765012617224105,0.000504148066093446
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,3,7,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,3,7,0.693147180559945,0,0,0,0.693147180559945,17,3.30998945741408,3.02623156140563,0.540749572125401,1.33337938972163,0.689037189369604,0.00111317557130941
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,3,7,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,3,7,0.693147180559945,0,0,0,0.693147180559945,17,6.42986328838766,3.02623156140563,0.784658656728895,1.33337938972163,0.883244098374664,8.5505246077977e-05
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,3,7,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,3,7,1.09861228866811,0,0,0,1.09861228866811,17,166.736120145851,3.02623156140563,1,1.33337938972163,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,3,7,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,3,7,1.09861228866811,0,0,0,1.09861228866811,26,15.750722973361,2.90913248820395,0.986711489167343,1.31497186427052,0.995638101556888,1.05204249645219e-07
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,3,7,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,3,7,1.09861228866811,0,0,0,1.09861228866811,17,173.712216637435,3.02623156140563,1,1.33337938972163,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,3,7,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,3,7,1.09861228866811,0,0,0,1.09861228866811,17,8.40914742142861,3.02623156140563,0.872161558678283,1.33337938972163,0.938966469650969,1.94102503806581e-05
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,3,7,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,3,7,1.09861228866811,0,0,0,1.09861228866811,26,9.70588762632623,2.90913248820395,0.917422337761486,1.31497186427052,0.962756495577617,6.83040225268883e-06
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,3,7,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,3,7,1.09861228866811,0,0,0,1.09861228866811,17,30.8423202598438,3.02623156140563,0.999880120596147,1.33337938972163,0.999981813384311,9.6650465408743e-12
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,3,7,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,3,7,1.09861228866811,0,0,0,1.09861228866811,17,15.5435526338186,3.02623156140563,0.98358738050466,1.33337938972163,0.99479102776808,1.41663602626352e-07
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,3,7,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,3,7,1.09861228866811,0,0,0,1.09861228866811,26,5.05026662680879,2.90913248820395,0.706614320070328,1.31497186427052,0.823743052170996,0.000237791946378851
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,3,7,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,3,7,1.09861228866811,0,0,0,1.09861228866811,17,10.6051710419751,3.02623156140563,0.93030634223536,1.33337938972163,0.970863027080053,4.03717577512896e-06
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,3,7,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,3,7,1.09861228866811,0,0,0,1.09861228866811,17,8.31504480187668,3.02623156140563,0.868875654167288,1.33337938972163,0.937029176088896,2.07935610454513e-05
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,3,7,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,3,7,1.09861228866811,0,0,0,1.09861228866811,17,16.152498973412,3.02623156140563,0.986354785378452,1.33337938972163,0.995806804731181,9.49061333965773e-08
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,4,7,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,4,7,0.693147180559945,0,0,0,0.693147180559945,19,80.4521694952386,2.9899002798798,0.999999999998443,1.3277282090268,0.999999999999962,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,4,7,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,4,7,0.693147180559945,0,0,0,0.693147180559945,29,7.59991196398798,2.88703265229656,0.852391519546463,1.31143364730155,0.924435354357444,3.16378959303032e-05
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,4,7,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,4,7,0.693147180559945,0,0,0,0.693147180559945,19,83.8182193761244,2.9899002798798,0.999999999999568,1.3277282090268,0.99999999999999,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,4,7,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,4,7,0.693147180559945,0,0,0,0.693147180559945,19,4.05751407114085,2.9899002798798,0.616926790961417,1.3277282090268,0.754432843607799,0.000569778382056407
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,4,7,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,4,7,0.693147180559945,0,0,0,0.693147180559945,29,4.68320670849175,2.88703265229656,0.680298174476092,1.31143364730155,0.802754045255917,0.000318226963722412
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,4,7,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,4,7,0.693147180559945,0,0,0,0.693147180559945,19,14.8817879113467,2.9899002798798,0.98079525834693,1.3277282090268,0.993606029392905,2.09644417048516e-07
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,4,7,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,4,7,0.693147180559945,0,0,0,0.693147180559945,19,7.49994980068059,2.9899002798798,0.839947419965403,1.3277282090268,0.918699864570744,3.69841692743345e-05
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,4,7,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,4,7,0.693147180559945,0,0,0,0.693147180559945,29,2.4368139686875,2.88703265229656,0.452863302839372,1.31143364730155,0.601487988177617,0.00239509619349876
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,4,7,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,4,7,0.693147180559945,0,0,0,0.693147180559945,19,5.11712169773794,2.9899002798798,0.70393539848937,1.3277282090268,0.823996015881003,0.000235874039050454
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,4,7,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,4,7,0.693147180559945,0,0,0,0.693147180559945,19,4.01210843322919,2.9899002798798,0.612772330988259,1.3277282090268,0.75094209442782,0.000592384562014492
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,4,7,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,4,7,0.693147180559945,0,0,0,0.693147180559945,19,7.79377368289414,2.9899002798798,0.852071628329658,1.3277282090268,0.926232797693701,2.96969372505229e-05
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,4,7,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,4,7,1.09861228866811,0,0,0,1.09861228866811,19,202.104388055577,2.9899002798798,1,1.3277282090268,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,4,7,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,4,7,1.09861228866811,0,0,0,1.09861228866811,29,19.0917854222558,2.88703265229656,0.995599031017156,1.31143364730155,0.998753629365054,1.1267465294118e-08
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,4,7,1,2,10,0.1,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,4,7,1.09861228866811,0,0,0,1.09861228866811,19,210.560262590834,2.9899002798798,1,1.3277282090268,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,4,7,1,2,10,0.1,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,4,7,1.09861228866811,0,0,0,1.09861228866811,19,10.192905965368,2.9899002798798,0.923786787215318,1.3277282090268,0.967115578997323,5.2146385216556e-06
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,4,7,1,3,10,0.1,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,4,7,1.09861228866811,0,0,0,1.09861228866811,29,11.7647122743348,2.88703265229656,0.955759720974078,1.31143364730155,0.982082713636635,1.54784544115216e-06
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,4,7,1,2,10,0.1,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,4,7,1.09861228866811,0,0,0,1.09861228866811,19,37.3846306179925,2.9899002798798,0.999988670633214,1.3277282090268,0.999998649014861,1.81521464526213e-13
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,4,7,1,2,10,0.1,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,4,7,1.09861228866811,0,0,0,1.09861228866811,19,18.840669859174,2.9899002798798,0.994369314983257,1.3277282090268,0.99846764650309,1.56986778021562e-08
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,4,7,1,3,10,0.1,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,4,7,1.09861228866811,0,0,0,1.09861228866811,29,6.12153530522278,2.88703265229656,0.779650927898151,1.31143364730155,0.876379323043671,9.90364918568298e-05
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,4,7,1,2,10,0.1,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,4,7,1.09861228866811,0,0,0,1.09861228866811,19,12.8547527781516,2.9899002798798,0.964747983371389,1.3277282090268,0.986913242638091,8.2150768920819e-07
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,4,7,1,2,10,0.1,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,4,7,1.09861228866811,0,0,0,1.09861228866811,19,10.0788421840929,2.9899002798798,0.921287266363959,1.3277282090268,0.965810027709266,5.65400415419859e-06
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,4,7,1,2,10,0.1,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,4,7,1.09861228866811,0,0,0,1.09861228866811,19,19.5787866344388,2.9899002798798,0.995543543957039,1.3277282090268,0.998830359341071,9.76933978158456e-09
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,5,7,1,2,10,0.1,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,5,7,0.693147180559945,0,0,0,0.693147180559945,21,92.1847775466275,2.96095613757745,0.999999999999987,1.32318787386517,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,5,7,1,3,10,0.1,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,5,7,0.693147180559945,0,0,0,0.693147180559945,32,8.70823245873624,2.86925909190094,0.893035976870366,1.30857279312952,0.948547284592928,1.36117530680213e-05
