"Watershed","Species","AgeClass","sd.Year","sd.Stream","sd.StreamYear","sd.Resid","BACI.eff","n.years.b","n.years.a","n.streams.t","n.streams.c","n.sites.per.year","alpha","sdSite","sdYear","sdSiteYear","sdResid","n_TA","n_TB","n_CA","n_CB","ns_T","ns_C","ny_B","ny_A","mu_TA","mu_TB","mu_CA","mu_CB","baci","dfdenom","ncp","Fcrit","power","Tcrit","os.power1","os.power2"
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,2,5,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,2,5,0.693147180559945,0,0,0,0.693147180559945,11,2.27717626441578,2.39494123019295,0.500986418359542,1.08766638035038,0.668165441778149,0.00604464693695717
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,2,5,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,2,5,0.693147180559945,0,0,0,0.693147180559945,17,2.6283302955821,2.27303793282033,0.553699550781916,1.0690331106211,0.711824537887739,0.00423852651181134
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,2,5,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,2,5,0.693147180559945,0,0,0,0.693147180559945,11,8.35202382779661,2.39494123019295,0.904667155706789,1.08766638035038,0.962435766584816,5.68884245663037e-05
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,2,5,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,2,5,0.693147180559945,0,0,0,0.693147180559945,11,4.20915550038195,2.39494123019295,0.696389146901933,1.08766638035038,0.832333944267314,0.00118432673080526
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,2,5,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,2,5,0.693147180559945,0,0,0,0.693147180559945,17,1.36759967630421,2.27303793282033,0.384868205488443,1.0690331106211,0.545500898968792,0.014348689336227
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,2,5,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,2,5,0.693147180559945,0,0,0,0.693147180559945,11,2.87185401403659,2.39494123019295,0.570160533639836,1.08766638035038,0.730956317559285,0.00356347493108522
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,2,5,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,2,5,0.693147180559945,0,0,0,0.693147180559945,11,2.25169350844495,2.39494123019295,0.497826408112205,1.08766638035038,0.665165633704425,0.00618767438950452
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,2,5,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,2,5,0.693147180559945,0,0,0,0.693147180559945,11,4.37405665876711,2.39494123019295,0.709433746294317,1.08766638035038,0.841875038031522,0.00104012357924976
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,2,5,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,2,5,1.09861228866811,0,0,0,1.09861228866811,11,113.425932072008,2.39494123019295,1,1.08766638035038,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,2,5,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,2,5,1.09861228866811,0,0,0,1.09861228866811,17,10.7147775328987,2.27303793282033,0.958247013946085,1.0690331106211,0.985497200060406,1.02306466304158e-05
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,2,5,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,2,5,1.09861228866811,0,0,0,1.09861228866811,11,118.171575943833,2.39494123019295,1,1.08766638035038,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,2,5,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,2,5,1.09861228866811,0,0,0,1.09861228866811,11,5.72050844995144,2.39494123019295,0.798513577003642,1.08766638035038,0.902281278734163,0.00037303828801627
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,2,5,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,2,5,1.09861228866811,0,0,0,1.09861228866811,17,6.60264464375934,2.27303793282033,0.853145532668468,1.0690331106211,0.932075448220426,0.000180914527861842
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,2,5,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,2,5,1.09861228866811,0,0,0,1.09861228866811,11,20.9811702447917,2.39494123019295,0.998182968493445,1.08766638035038,0.999691392156725,1.76033896348571e-08
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,2,5,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,2,5,1.09861228866811,0,0,0,1.09861228866811,11,10.5738453291283,2.39494123019295,0.950668301259219,1.08766638035038,0.983485191667559,1.26023582820434e-05
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,2,5,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,2,5,1.09861228866811,0,0,0,1.09861228866811,17,3.43555552844136,2.27303793282033,0.639948120868363,1.0690331106211,0.784426583050322,0.00211002313251674
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,2,5,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,2,5,1.09861228866811,0,0,0,1.09861228866811,11,7.2144020693708,2.39494123019295,0.86762351733675,1.08766638035038,0.943071192998804,0.000126268929180884
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,2,5,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,2,5,1.09861228866811,0,0,0,1.09861228866811,11,5.65649306250114,2.39494123019295,0.794917223298427,1.08766638035038,0.900007312525999,0.000391204232012998
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,2,5,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,2,5,1.09861228866811,0,0,0,1.09861228866811,11,10.9880945397361,2.39494123019295,0.95647023245628,1.08766638035038,0.985850021678721,9.57123218581213e-06
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,3,5,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,3,5,0.693147180559945,0,0,0,0.693147180559945,13,59.2616427085461,2.34065400157454,0.999999998335931,1.0794687370359,0.999999999955922,1.11022302462516e-16
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,3,5,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,3,5,0.693147180559945,0,0,0,0.693147180559945,20,5.59814943775899,2.24111534246775,0.806324129194122,1.0640157711604,0.902711207248794,0.000374006500486246
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,3,5,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,3,5,0.693147180559945,0,0,0,0.693147180559945,13,61.7410990940197,2.34065400157454,0.999999999344445,1.0794687370359,0.999999999984463,1.11022302462516e-16
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,3,5,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,3,5,0.693147180559945,0,0,0,0.693147180559945,13,2.98879384704571,2.34065400157454,0.587758649631469,1.0794687370359,0.744026553543533,0.00316319459577941
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,3,5,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,3,5,0.693147180559945,0,0,0,0.693147180559945,20,3.4496835129515,2.24111534246775,0.644551621394924,1.0640157711604,0.786849258403599,0.00205742594438463
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,3,5,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,3,5,0.693147180559945,0,0,0,0.693147180559945,13,10.962031273983,2.34065400157454,0.958504829023854,1.0794687370359,0.986200584920697,9.26111331556179e-06
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,3,5,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,3,5,0.693147180559945,0,0,0,0.693147180559945,13,5.52451659425131,2.34065400157454,0.792489977783731,1.0794687370359,0.896860211949088,0.000419114990842462
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,3,5,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,3,5,0.693147180559945,0,0,0,0.693147180559945,20,1.79497457514927,2.24111534246775,0.449454733904385,1.0640157711604,0.612224075918109,0.00917664554589748
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,3,5,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,3,5,0.693147180559945,0,0,0,0.693147180559945,13,3.76930839342302,2.34065400157454,0.664349099683741,1.0794687370359,0.806165280544752,0.00164716067705939
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,3,5,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,3,5,0.693147180559945,0,0,0,0.693147180559945,13,2.95534772983399,2.34065400157454,0.584165417747744,1.0794687370359,0.740963532211957,0.00325564156470048
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,3,5,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,3,5,0.693147180559945,0,0,0,0.693147180559945,13,5.74094936463182,2.34065400157454,0.804746028941309,1.0794687370359,0.904640860370719,0.000356449702606731
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,3,5,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,3,5,1.09861228866811,0,0,0,1.09861228866811,13,148.87153584451,2.34065400157454,1,1.0794687370359,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,3,5,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,3,5,1.09861228866811,0,0,0,1.09861228866811,20,14.0631455119295,2.24111534246775,0.986449029727796,1.0640157711604,0.996111526070674,1.08027133849387e-06
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,3,5,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,3,5,1.09861228866811,0,0,0,1.09861228866811,13,155.100193426284,2.34065400157454,1,1.0794687370359,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,3,5,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,3,5,1.09861228866811,0,0,0,1.09861228866811,13,7.50816734056126,2.34065400157454,0.882540973073768,1.0794687370359,0.950007092768727,9.88129500570922e-05
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,3,5,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,3,5,1.09861228866811,0,0,0,1.09861228866811,20,8.66597109493412,2.24111534246775,0.923088479416512,1.0640157711604,0.969034625310304,4.045152469212e-05
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,3,5,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,3,5,1.09861228866811,0,0,0,1.09861228866811,13,27.537785946289,2.34065400157454,0.999829783023861,1.0794687370359,0.999978890754892,3.13798098616758e-10
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,3,5,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,3,5,1.09861228866811,0,0,0,1.09861228866811,13,13.8781719944808,2.34065400157454,0.983400111991447,1.0794687370359,0.995446339718183,1.37475404604626e-06
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,3,5,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,3,5,1.09861228866811,0,0,0,1.09861228866811,20,4.50916663107928,2.24111534246775,0.735254733089599,1.0640157711604,0.854968328981851,0.00086834430896221
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,3,5,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,3,5,1.09861228866811,0,0,0,1.09861228866811,13,9.46890271604918,2.34065400157454,0.934494285983703,1.0794687370359,0.975835101134047,2.53179602289766e-05
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,3,5,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,3,5,1.09861228866811,0,0,0,1.09861228866811,13,7.42414714453275,2.34065400157454,0.879618113423946,1.0794687370359,0.948437540815065,0.000104884554811835
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,3,5,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,3,5,1.09861228866811,0,0,0,1.09861228866811,13,14.4218740834036,2.34065400157454,0.986050460738594,1.0794687370359,0.996303735338304,9.69753169322018e-07
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,4,5,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,4,5,0.693147180559945,0,0,0,0.693147180559945,15,70.2360209879065,2.30198070846768,0.999999999981819,1.07353139558242,0.99999999999965,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,4,5,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,4,5,0.693147180559945,0,0,0,0.693147180559945,23,6.63484377808472,2.2179456762298,0.859345387110869,1.06033653958974,0.934312229312981,0.000169997087011708
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,4,5,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,4,5,0.693147180559945,0,0,0,0.693147180559945,15,73.1746359632821,2.30198070846768,0.999999999994172,1.07353139558242,0.9999999999999,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,4,5,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,4,5,0.693147180559945,0,0,0,0.693147180559945,15,3.5422741890912,2.30198070846768,0.647289192585787,1.07353139558242,0.791373975982688,0.00195356095006349
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,4,5,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,4,5,0.693147180559945,0,0,0,0.693147180559945,23,4.08851379312771,2.2179456762298,0.704463360917625,1.06033653958974,0.83187112224622,0.00120194977212384
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,4,5,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,4,5,0.693147180559945,0,0,0,0.693147180559945,15,12.9920370654614,2.30198070846768,0.979076057631973,1.07353139558242,0.993802580805089,2.33537037996889e-06
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,4,5,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,4,5,0.693147180559945,0,0,0,0.693147180559945,15,6.54757522281637,2.30198070846768,0.848197539167249,1.07353139558242,0.929916510101093,0.000192025669783713
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,4,5,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,4,5,0.693147180559945,0,0,0,0.693147180559945,23,2.12737727425099,2.2179456762298,0.496474723590265,1.06033653958974,0.657220642348826,0.00660353297529714
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,4,5,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,4,5,0.693147180559945,0,0,0,0.693147180559945,15,4.46732846627913,2.30198070846768,0.725870664596376,1.07353139558242,0.850450512890568,0.000925585648221761
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,4,5,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,4,5,0.693147180559945,0,0,0,0.693147180559945,15,3.50263434646992,2.30198070846768,0.643519501150039,1.07353139558242,0.788386416951383,0.00201895396055374
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,4,5,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,4,5,0.693147180559945,0,0,0,0.693147180559945,15,6.80408813585995,2.30198070846768,0.859151923715544,1.07353139558242,0.936229113486962,0.00015934494666725
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,4,5,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,4,5,1.09861228866811,0,0,0,1.09861228866811,15,176.440338778679,2.30198070846768,1,1.07353139558242,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,4,5,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,4,5,1.09861228866811,0,0,0,1.09861228866811,23,16.6674317178424,2.2179456762298,0.99458258807271,1.06033653958974,0.998636557472369,1.96003467900496e-07
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,4,5,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,4,5,1.09861228866811,0,0,0,1.09861228866811,15,183.822451468186,2.30198070846768,1,1.07353139558242,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,4,5,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,4,5,1.09861228866811,0,0,0,1.09861228866811,15,8.89856869992444,2.30198070846768,0.92465243878422,1.07353139558242,0.970707620031963,3.62501234856261e-05
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,4,5,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,4,5,1.09861228866811,0,0,0,1.09861228866811,23,10.270780556959,2.2179456762298,0.954613112033102,1.06033653958974,0.98341473983847,1.30706406283876e-05
